description,name,Nro de Inscripción,CUIT,Domicilio,Localidad,Provincia,Código Postal,Referente y Cargo,Teléf. de Contacto,E-Mail de contacto,WEB,Perfil de Facebook,Twitter,Programas,capa,Oeste,Sur,geometry
Nro de Inscripción: 8<br>CUIT: 30-70866613-7<br>Domicilio: Nuestra Señora del Buen Viaje 1317<br>Localidad: Morón<br>Provincia: Buenos Aires<br>Código Postal: <br>Referente y Cargo: Ing. Alejandro Martinez Coordinador de Proyectos<br>Teléf. de Contacto: 011-1552570009<br>E-Mail de contacto: consultas@emprendedoresnorte.org.ar<br>WEB: www.emprendedoresnorte.org.ar<br>Perfil de Facebook: https://www.facebook.com/asociacionemprendedoresdelnorte/<br>Twitter: @empdelnorte<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.626618<br>Sur: -34.651500,Asociación Emprendedores del Norte (Sede Morón),8,30-70866613-7,Nuestra Señora del Buen Viaje 1317,Morón,Buenos Aires,,Ing. Alejandro Martinez Coordinador de Proyectos,011-1552570009,consultas@emprendedoresnorte.org.ar,www.emprendedoresnorte.org.ar,https://www.facebook.com/asociacionemprendedoresdelnorte/,@empdelnorte,INCUBADORA PAC y Fondo Semilla,incubadora,-58.626618,-34.6515,"<Point><coordinates>-58.626618,-34.6515,0.0</coordinates></Point>"
"Nro de Inscripción: <br>CUIT: <br>Domicilio: Av. San Martín 4453 Pabellón Central, 1er piso, Oficina de Pasantías<br>Localidad: CABA<br>Provincia: CABA<br>Código Postal: C1417DSE<br>Referente y Cargo: Silvina Dal Pont (coordinadora de INCUBAGRO)<br>Teléf. de Contacto: 011-4524-8014<br>E-Mail de contacto: incubagro@agro.uba.ar<br>WEB: http://www.agro.uba.ar/incubagro<br>Perfil de Facebook: Incubagro FAUBA<br>Twitter: @incUBAgroFAUBA<br>Programas: <br>Oeste: -58.482719<br>Sur: -34.595945",Incubadora de emprendimientos tecnológicos y sociales de la Facultad de Agronomía de la UBA,,,"Av. San Martín 4453 Pabellón Central, 1er piso, Oficina de Pasantías",CABA,CABA,C1417DSE,Silvina Dal Pont (coordinadora de INCUBAGRO),011-4524-8014,incubagro@agro.uba.ar,http://www.agro.uba.ar/incubagro,Incubagro FAUBA,@incUBAgroFAUBA,,incubadora,-58.482719,-34.595945,"<Point><coordinates>-58.482719,-34.595945,0.0</coordinates></Point>"
Nro de Inscripción: 13<br>CUIT: 30-53152420-5<br>Domicilio: San Juan 1369<br>Localidad: Villa María<br>Provincia: Córdoba<br>Código Postal: 5900<br>Referente y Cargo: Daniela Peña Responsable Escuela de Negocios<br>Teléf. de Contacto: 0353-4531378<br>E-Mail de contacto: pymes@aerca.org.ar<br>WEB: www.aerca.org.ar<br>Perfil de Facebook: https://www.facebook.com/aercavm<br>Twitter: @aercavm<br>Programas: PAC y Fondo Semilla<br>Oeste: -63.243326<br>Sur: -32.406493,ASOCIACION DE EMPRESARIOS DE LA REGION CENTRO ARGENTINO -AERCA-,13,30-53152420-5,San Juan 1369,Villa María,Córdoba,5900,Daniela Peña Responsable Escuela de Negocios,0353-4531378,pymes@aerca.org.ar,www.aerca.org.ar,https://www.facebook.com/aercavm,@aercavm,PAC y Fondo Semilla,incubadora,-63.243326,-32.406493,"<Point><coordinates>-63.243326,-32.406493,0.0</coordinates></Point>"
Nro de Inscripción: 134<br>CUIT: 30-99900605-8<br>Domicilio: Juan Bautista Alberdi 830<br>Localidad: Olivos<br>Provincia: Buenos Aires<br>Código Postal: 1603<br>Referente y Cargo: Eduardo Viñales Subsecretario de Desarrollo Económico<br>Teléf. de Contacto: 4512-1550 al 54<br>E-Mail de contacto: emprendedores@vicentelopez.gov.ar<br>WEB: www.desarrolloeconomico.com.ar<br>Perfil de Facebook: emprendedores Vicente Lopez<br>Twitter: @emprendedoresVL<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.496651<br>Sur: -34.544646,Incubadora Vicente López,134,30-99900605-8,Juan Bautista Alberdi 830,Olivos,Buenos Aires,1603,Eduardo Viñales Subsecretario de Desarrollo Económico,4512-1550 al 54,emprendedores@vicentelopez.gov.ar,www.desarrolloeconomico.com.ar,emprendedores Vicente Lopez,@emprendedoresVL,INCUBADORA PAC y Fondo Semilla,incubadora,-58.496651,-34.544646,"<Point><coordinates>-58.496651,-34.544646,0.0</coordinates></Point>"
Nro de Inscripción: 135<br>CUIT: 30-67681370-1<br>Domicilio: Juan B. Justo. 2550 1º piso<br>Localidad: Mar del Plata<br>Provincia: Buenos Aires<br>Código Postal: 7600<br>Referente y Cargo: María Eugenia Líbera. Subsecretaria de Extensión Universitaria.<br>Teléf. de Contacto: 223-483-3709<br>E-Mail de contacto: incuba@mdp.edu.ar<br>WEB: http://www.mdp.edu.ar/index.php/en/transferencia/incubadora-de-empresas<br>Perfil de Facebook: https://www.facebook.com/Incubadora.UNMdP/<br>Twitter: @IncubaUNMDP<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -57.565142<br>Sur: -38.023511,Incubadora de Empresas de la Universidad Nacional de Mar del Plata.,135,30-67681370-1,Juan B. Justo. 2550 1º piso,Mar del Plata,Buenos Aires,7600,María Eugenia Líbera. Subsecretaria de Extensión Universitaria.,223-483-3709,incuba@mdp.edu.ar,http://www.mdp.edu.ar/index.php/en/transferencia/incubadora-de-empresas,https://www.facebook.com/Incubadora.UNMdP/,@IncubaUNMDP,INCUBADORA PAC y Fondo Semilla,incubadora,-57.565142,-38.023511,"<Point><coordinates>-57.565142,-38.023511,0.0</coordinates></Point>"
Nro de Inscripción: 136<br>CUIT: 30-71235710-6<br>Domicilio: Formosa 2704<br>Localidad: San Justo<br>Provincia: Buenos Aires<br>Código Postal: 1754<br>Referente y Cargo: Gladys Damsky Presidente<br>Teléf. de Contacto: 46567921<br>E-Mail de contacto: tesoreriacamupem@gmail.com<br>WEB: http://www.camaracamupem.com/<br>Perfil de Facebook: Camara Multisectorial Profesional y Empresaria - https://www.facebook.com/camupem/?fref=ts<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.551795<br>Sur: -34.665201,Cámara Multisectorial Profesional y Empresaria de la Matanza,136,30-71235710-6,Formosa 2704,San Justo,Buenos Aires,1754,Gladys Damsky Presidente,46567921,tesoreriacamupem@gmail.com,http://www.camaracamupem.com/,Camara Multisectorial Profesional y Empresaria - https://www.facebook.com/camupem/?fref=ts,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.551795,-34.665201,"<Point><coordinates>-58.551795,-34.665201,0.0</coordinates></Point>"
Nro de Inscripción: 137<br>CUIT: 30-66752613-9<br>Domicilio: Castelli 625 <br>Localidad: Tres Arroyos<br>Provincia: Buenos Aires<br>Código Postal: 7500<br>Referente y Cargo: Carlos Luis Bertucci Presidente<br>Teléf. de Contacto: (02983) 433169 (int. 132)<br>E-Mail de contacto: adp@tresarroyos.gov.ar<br>WEB: -<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -60.277209<br>Sur: -38.387557,AGENCIA DE DESARROLLO PRODUCTIVO,137,30-66752613-9,Castelli 625,Tres Arroyos,Buenos Aires,7500,Carlos Luis Bertucci Presidente,(02983) 433169 (int. 132),adp@tresarroyos.gov.ar,-,,,INCUBADORA PAC y Fondo Semilla,incubadora,-60.277209,-38.387557,"<Point><coordinates>-60.277209,-38.387557,0.0</coordinates></Point>"
Nro de Inscripción: 141<br>CUIT: 30-68595832-1<br>Domicilio: Santa Rosa y Victor Martinez -<br>Localidad: Gregorio de Laferrere<br>Provincia: Buenos Aires<br>Código Postal: 1757<br>Referente y Cargo: Fernando Luis Maffuche Vice Director / Asesor Técnico<br>Teléf. de Contacto: 4457 2843 - 1551358800<br>E-Mail de contacto: f_1976@live.com.ar<br>WEB: facebook: Escuela Ed.Secundaria Técnica N° 7<br>Perfil de Facebook: facebook: Escuela Ed.Secundaria Técnica N° 7<br>Twitter: -<br>Programas: Fondo Semilla<br>Oeste: -58.583919<br>Sur: -34.734107,Escuela de Educación Técnica N° 7,141,30-68595832-1,Santa Rosa y Victor Martinez -,Gregorio de Laferrere,Buenos Aires,1757,Fernando Luis Maffuche Vice Director / Asesor Técnico,4457 2843 - 1551358800,f_1976@live.com.ar,facebook: Escuela Ed.Secundaria Técnica N° 7,facebook: Escuela Ed.Secundaria Técnica N° 7,-,Fondo Semilla,incubadora,-58.583919,-34.734107,"<Point><coordinates>-58.583919,-34.734107,0.0</coordinates></Point>"
Nro de Inscripción: 142<br>CUIT: 30-54242128-9<br>Domicilio: Olavarría 2464<br>Localidad: Mar del Plata<br>Provincia: Buenos Aires<br>Código Postal: 7600<br>Referente y Cargo: Carlos Sebastian Marquez Jefe de Educación Continua<br>Teléf. de Contacto: 223 499-3400 | 2235932653<br>E-Mail de contacto: smarquez@ucaecemdp.edu.ar<br>WEB: www.ucaecemdp.edu.ar<br>Perfil de Facebook: http://www.facebook.com/ucaecemdp<br>Twitter: http://www.twitter.com/ucaecemdp<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -57.539862<br>Sur: -38.011931,Universidad CAECE Sede Mar del Plata,142,30-54242128-9,Olavarría 2464,Mar del Plata,Buenos Aires,7600,Carlos Sebastian Marquez Jefe de Educación Continua,223 499-3400 | 2235932653,smarquez@ucaecemdp.edu.ar,www.ucaecemdp.edu.ar,http://www.facebook.com/ucaecemdp,http://www.twitter.com/ucaecemdp,INCUBADORA PAC y Fondo Semilla,incubadora,-57.539862,-38.011931,"<Point><coordinates>-57.539862,-38.011931,0.0</coordinates></Point>"
Nro de Inscripción: 144<br>CUIT: 27-16626127-4<br>Domicilio: Bariloche 6615 - -<br>Localidad: Gonzalez Catan<br>Provincia: Buenos Aires<br>Código Postal: 1759<br>Referente y Cargo: Mara Noemi Buyo Directora<br>Teléf. de Contacto: 011-15-44015272 02202-436075<br>E-Mail de contacto: marabuyo@hotmail.com<br>WEB: facebook: Escuela Secundaria Tecnica 14<br>Perfil de Facebook: Escuela Secundaria Tecnica 14<br>Twitter: -<br>Programas: Fondo Semilla<br>Oeste: -58.617799<br>Sur: -34.783046,Escuela de Educación Secundaria Técnica N°14,144,27-16626127-4,Bariloche 6615 - -,Gonzalez Catan,Buenos Aires,1759,Mara Noemi Buyo Directora,011-15-44015272 02202-436075,marabuyo@hotmail.com,facebook: Escuela Secundaria Tecnica 14,Escuela Secundaria Tecnica 14,-,Fondo Semilla,incubadora,-58.617799,-34.783046,"<Point><coordinates>-58.617799,-34.783046,0.0</coordinates></Point>"
Nro de Inscripción: 146<br>CUIT: 30-71432503-1<br>Domicilio: California y Colorado s/n Km 36.700 (Ruta Nº3) --- ---<br>Localidad: Virrey del Pino (Barrio La Foresta)<br>Provincia: Buenos Aires<br>Código Postal: 1763<br>Referente y Cargo: Lidia Veronica Avila Secretaria<br>Teléf. de Contacto: 1133079891<br>E-Mail de contacto: porlainclusionsocial@gmail.com<br>WEB: www.porlainclusionsocial.jimdo.com<br>Perfil de Facebook: facebook.com/ongporlainclusionsocial<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.637105<br>Sur: -34.826624,Por La Inclusion Social,146,30-71432503-1,California y Colorado s/n Km 36.700 (Ruta Nº3) --- ---,Virrey del Pino (Barrio La Foresta),Buenos Aires,1763,Lidia Veronica Avila Secretaria,1133079891,porlainclusionsocial@gmail.com,www.porlainclusionsocial.jimdo.com,facebook.com/ongporlainclusionsocial,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.637105,-34.826624,"<Point><coordinates>-58.637105,-34.826624,0.0</coordinates></Point>"
Nro de Inscripción: 147<br>CUIT: 30-62943200-7<br>Domicilio: Obdulio H. Castro 2858 - -<br>Localidad: RANCHOS<br>Provincia: Buenos Aires<br>Código Postal: 1987<br>Referente y Cargo: Fernando Elichabe Secretario de Promoción del Desarrollo y Turismo<br>Teléf. de Contacto: 02241-475306 / 02241-15535606<br>E-Mail de contacto: felichabe@yahoo.com.ar<br>WEB: www.general-paz.gob.ar / www.viviranchos.blogspot.com<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.318020<br>Sur: -35.515231,Municipalidad de General Paz (Centro de Desarrollo Emprendedor de Ranchos),147,30-62943200-7,Obdulio H. Castro 2858 - -,RANCHOS,Buenos Aires,1987,Fernando Elichabe Secretario de Promoción del Desarrollo y Turismo,02241-475306 / 02241-15535606,felichabe@yahoo.com.ar,www.general-paz.gob.ar / www.viviranchos.blogspot.com,,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.31802,-35.515231,"<Point><coordinates>-58.31802,-35.515231,0.0</coordinates></Point>"
Nro de Inscripción: 148<br>CUIT: 30-70811599-8<br>Domicilio: Emilio Castro 912<br>Localidad: Lanús<br>Provincia: Buenos Aires<br>Código Postal: 1824<br>Referente y Cargo: Sabrina Anido Dirección de Emprendedores<br>Teléf. de Contacto: 4240 8748 153 277 7980<br>E-Mail de contacto: ade@adelanus.com.ar<br>WEB: www.adelanus.com.ar<br>Perfil de Facebook: <br>Twitter: @ade_lanus<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.404559<br>Sur: -34.699892,Asociación Dirigentes de Empresas de Lanús,148,30-70811599-8,Emilio Castro 912,Lanús,Buenos Aires,1824,Sabrina Anido Dirección de Emprendedores,4240 8748 153 277 7980,ade@adelanus.com.ar,www.adelanus.com.ar,,@ade_lanus,INCUBADORA PAC y Fondo Semilla,incubadora,-58.404559,-34.699892,"<Point><coordinates>-58.404559,-34.699892,0.0</coordinates></Point>"
"Nro de Inscripción: 149<br>CUIT: 30-70836855-1<br>Domicilio: Monteagudo 2772<br>Localidad: Peramino<br>Provincia: Buenos Aires<br>Código Postal: 2700<br>Referente y Cargo: Silvina Sansarricq Secretaria de Investigación, Desarrollo y Transferencia.<br>Teléf. de Contacto: 02477-409500 Int. 21601<br>E-Mail de contacto: Incubarunnoba@unnoba.edu.ar<br>WEB: www.unnoba.edu.ar<br>Perfil de Facebook: https://www.facebook.com/investigacion.UNNOBA<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -60.589270<br>Sur: -33.913383",Universidad Nacional del Noroeste de la Provincia de Buenos Aires,149,30-70836855-1,Monteagudo 2772,Peramino,Buenos Aires,2700,"Silvina Sansarricq Secretaria de Investigación, Desarrollo y Transferencia.",02477-409500 Int. 21601,Incubarunnoba@unnoba.edu.ar,www.unnoba.edu.ar,https://www.facebook.com/investigacion.UNNOBA,,INCUBADORA PAC y Fondo Semilla,incubadora,-60.58927,-33.913383,"<Point><coordinates>-60.58927,-33.913383,0.0</coordinates></Point>"
Nro de Inscripción: 150<br>CUIT: 30-67244056-0<br>Domicilio: MITRE 327<br>Localidad: SAN PEDRO<br>Provincia: Buenos Aires<br>Código Postal: 2930<br>Referente y Cargo: ALFREDO CAMILLETTI SUBSECRETARIO DE DESARROLLO ECONOMICO<br>Teléf. de Contacto: 03329-422050<br>E-Mail de contacto: desarrollo_proyectos@sanpedro.gov.ar<br>WEB: www.sanpedro.gov.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -59.661532<br>Sur: -33.675292,MUNICIPALIDAD DE SAN PEDRO,150,30-67244056-0,MITRE 327,SAN PEDRO,Buenos Aires,2930,ALFREDO CAMILLETTI SUBSECRETARIO DE DESARROLLO ECONOMICO,03329-422050,desarrollo_proyectos@sanpedro.gov.ar,www.sanpedro.gov.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-59.661532,-33.675292,"<Point><coordinates>-59.661532,-33.675292,0.0</coordinates></Point>"
Nro de Inscripción: 158<br>CUIT: 30-62528274-4<br>Domicilio: 53 462<br>Localidad: La Plata<br>Provincia: Buenos Aires<br>Código Postal: 1900<br>Referente y Cargo: Marcos Amutio Coordinador<br>Teléf. de Contacto: 0221-4450352/4838171<br>E-Mail de contacto: slezica@cepba.com<br>WEB: http://www.emtec.org.ar/<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -57.943734<br>Sur: -34.912655,CONFEDERACION ECONOMICA DE LA PROVINCIA DE BUENOS AIRES,158,30-62528274-4,53 462,La Plata,Buenos Aires,1900,Marcos Amutio Coordinador,0221-4450352/4838171,slezica@cepba.com,http://www.emtec.org.ar/,,,INCUBADORA PAC y Fondo Semilla,incubadora,-57.943734,-34.912655,"<Point><coordinates>-57.943734,-34.912655,0.0</coordinates></Point>"
Nro de Inscripción: 132<br>CUIT: 34-99903208-9<br>Domicilio: Algarrobo 1041 104<br>Localidad: CABA<br>Provincia: CABA<br>Código Postal: C1293ABA<br>Referente y Cargo: Lorena Gontero Coordinadora General<br>Teléf. de Contacto: 011- 41262950 Int. 3006<br>E-Mail de contacto: lbgontero@gmail.com<br>WEB: http://www.buenosaires.gob.ar/innovacion/emprendedores/incubadoras/que-es-incuba<br>Perfil de Facebook: https://www.facebook.com/cmdincuba/?fref=ts<br>Twitter: https://twitter.com/cmd_incuba<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.379877<br>Sur: -34.654986,IncuBA - Subsecretaría de Economía Creativa y Comercio Exterior - Gobierno de la Ciudad de Buenos Aires,132,34-99903208-9,Algarrobo 1041 104,CABA,CABA,C1293ABA,Lorena Gontero Coordinadora General,011- 41262950 Int. 3006,lbgontero@gmail.com,http://www.buenosaires.gob.ar/innovacion/emprendedores/incubadoras/que-es-incuba,https://www.facebook.com/cmdincuba/?fref=ts,https://twitter.com/cmd_incuba,INCUBADORA PAC y Fondo Semilla,incubadora,-58.379877,-34.654986,"<Point><coordinates>-58.379877,-34.654986,0.0</coordinates></Point>"
Nro de Inscripción: 139<br>CUIT: 33-71186618-9<br>Domicilio: Virrey Cevallos 215 3<br>Localidad: CABA<br>Provincia: CABA<br>Código Postal: 1077<br>Referente y Cargo: Jorge Alejandro Villaverde Gerente<br>Teléf. de Contacto: 43811837<br>E-Mail de contacto: contaduria@mutualpyme.com<br>WEB: www.mutualpyme.com<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.388956<br>Sur: -34.611536,"Asociación Mutual para los Micro, Pequeños y Medianos Empresarios de la República Argentina",139,33-71186618-9,Virrey Cevallos 215 3,CABA,CABA,1077,Jorge Alejandro Villaverde Gerente,43811837,contaduria@mutualpyme.com,www.mutualpyme.com,,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.388956,-34.611536,"<Point><coordinates>-58.388956,-34.611536,0.0</coordinates></Point>"
Nro de Inscripción: 151<br>CUIT: 30-54666656-1<br>Domicilio: Av. Córdoba 2122 PB<br>Localidad: CABA<br>Provincia: CABA<br>Código Postal: 1120<br>Referente y Cargo: Marcelo Esteban Andreotti Coordinador General Centro Emprendedor GenXXI<br>Teléf. de Contacto: 5285-6505<br>E-Mail de contacto: amarcelo@econ.uba.ar<br>WEB: www.gen21.econ.uba.ar<br>Perfil de Facebook: https://www.facebook.com/gen21uba/<br>Twitter: @centrogen21<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.397597<br>Sur: -34.599711,Centro Emprendedor GenXXI - Facultad de Ciencias Económicas UBA,151,30-54666656-1,Av. Córdoba 2122 PB,CABA,CABA,1120,Marcelo Esteban Andreotti Coordinador General Centro Emprendedor GenXXI,5285-6505,amarcelo@econ.uba.ar,www.gen21.econ.uba.ar,https://www.facebook.com/gen21uba/,@centrogen21,INCUBADORA PAC y Fondo Semilla,incubadora,-58.397597,-34.599711,"<Point><coordinates>-58.397597,-34.599711,0.0</coordinates></Point>"
Nro de Inscripción: 156<br>CUIT: 30-71133271-1<br>Domicilio: Av. Corrientes 1642 1 Dto 21<br>Localidad: CABA<br>Provincia: CABA<br>Código Postal: 1042<br>Referente y Cargo: Patricia Franchina Presidente<br>Teléf. de Contacto: 011-15-3137-2528<br>E-Mail de contacto: claudiosusic@gmail.com<br>WEB: http://www.dinerosocial.org<br>Perfil de Facebook: https://www.facebook.com/fundaciondinerosocial<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.390074<br>Sur: -34.604654,Fundación Dinero Social,156,30-71133271-1,Av. Corrientes 1642 1 Dto 21,CABA,CABA,1042,Patricia Franchina Presidente,011-15-3137-2528,claudiosusic@gmail.com,http://www.dinerosocial.org,https://www.facebook.com/fundaciondinerosocial,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.390074,-34.604654,"<Point><coordinates>-58.390074,-34.604654,0.0</coordinates></Point>"
Nro de Inscripción: 152<br>CUIT: 30-69845318-0<br>Domicilio: Carnerillo 2275<br>Localidad: Córdoba<br>Provincia: Córdoba<br>Código Postal: 5006<br>Referente y Cargo: Pablo Ignacio Peralta Gerente<br>Teléf. de Contacto: 351 4358585<br>E-Mail de contacto: pablo.peralta@incubadoracordoba.org.ar<br>WEB: www.incubadoracordoba.org.ar<br>Perfil de Facebook: https://www.facebook.com/incubadoracordoba/<br>Twitter: @incubadoracba<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -64.129782<br>Sur: -31.438476,Fundación para la Incubación de Empresas,152,30-69845318-0,Carnerillo 2275,Córdoba,Córdoba,5006,Pablo Ignacio Peralta Gerente,351 4358585,pablo.peralta@incubadoracordoba.org.ar,www.incubadoracordoba.org.ar,https://www.facebook.com/incubadoracordoba/,@incubadoracba,INCUBADORA PAC y Fondo Semilla,incubadora,-64.129782,-31.438476,"<Point><coordinates>-64.129782,-31.438476,0.0</coordinates></Point>"
Nro de Inscripción: 153<br>CUIT: 30-71185899-3<br>Domicilio: Belgrano 1103 1 B<br>Localidad: Córdoba<br>Provincia: Córdoba<br>Código Postal: 5000<br>Referente y Cargo: Paolo Bianciotti Director<br>Teléf. de Contacto: 3516842414<br>E-Mail de contacto: paolo@drimcom.com.ar<br>WEB: www.drimcom.com.ar<br>Perfil de Facebook: https://www.facebook.com/Drimcom<br>Twitter: https://www.twitter.com/DrimcomArg<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -64.193554<br>Sur: -31.427862,Drimcom,153,30-71185899-3,Belgrano 1103 1 B,Córdoba,Córdoba,5000,Paolo Bianciotti Director,3516842414,paolo@drimcom.com.ar,www.drimcom.com.ar,https://www.facebook.com/Drimcom,https://www.twitter.com/DrimcomArg,INCUBADORA PAC y Fondo Semilla,incubadora,-64.193554,-31.427862,"<Point><coordinates>-64.193554,-31.427862,0.0</coordinates></Point>"
Nro de Inscripción: 143<br>CUIT: 30-66965662-5<br>Domicilio: Lavalle 50<br>Localidad: Capital<br>Provincia: Corrientes<br>Código Postal: 3400<br>Referente y Cargo: Ángel Enrique Rodriguez Presidente de la Fundación<br>Teléf. de Contacto: 0379-4436299 int 166/ 402<br>E-Mail de contacto: politicasdelconocimiento@ucp.edu.ar; dec.empresariales@ucp.edu.ar; incubadora@ucp.edu.ar<br>WEB: www.ucp.edu.ar<br>Perfil de Facebook: @cuencadelplata<br>Twitter: @CuencaOk<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.852131<br>Sur: -27.475049,Fundación Jean Piaget para el Desarrollo de la Educación y Cultura del Noreste,143,30-66965662-5,Lavalle 50,Capital,Corrientes,3400,Ángel Enrique Rodriguez Presidente de la Fundación,0379-4436299 int 166/ 402,politicasdelconocimiento@ucp.edu.ar; dec.empresariales@ucp.edu.ar; incubadora@ucp.edu.ar,www.ucp.edu.ar,@cuencadelplata,@CuencaOk,INCUBADORA PAC y Fondo Semilla,incubadora,-58.852131,-27.475049,"<Point><coordinates>-58.852131,-27.475049,0.0</coordinates></Point>"
Nro de Inscripción: 138<br>CUIT: 30-70822845-8<br>Domicilio: Julián Barraquero 130<br>Localidad: Capital<br>Provincia: Mendoza<br>Código Postal: 5500<br>Referente y Cargo: Francisco Novello Gerente General<br>Teléf. de Contacto: 261 - 4246347/1475<br>E-Mail de contacto: francisco.novello@idits.org.ar<br>WEB: www.idits.org.ar<br>Perfil de Facebook: https://www.facebook.com/IditsMza<br>Twitter: https://twitter.com/IDITSMza<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -68.840514<br>Sur: -32.901431,INSTITUTO DE DESARROLLO INDUSTRIAL TECNOLÓGICO Y DE SERVICIOS,138,30-70822845-8,Julián Barraquero 130,Capital,Mendoza,5500,Francisco Novello Gerente General,261 - 4246347/1475,francisco.novello@idits.org.ar,www.idits.org.ar,https://www.facebook.com/IditsMza,https://twitter.com/IDITSMza,INCUBADORA PAC y Fondo Semilla,incubadora,-68.840514,-32.901431,"<Point><coordinates>-68.840514,-32.901431,0.0</coordinates></Point>"
