Categoría,description,Articulador,Provincia,Localidad,Email,Sitio Web,Dirección,Teléfono,latitude,longitude
Centros Integradores Comunitarios,CIC – San Juan – 25 de Mayo,Centro Integrador Comunitario,San Juan,25 de Mayo,,,"Boulevard José Primitivo Albornoz, e/ Ruperto Martínez y Padre Federico Maggio - La Chimbera - 25 de Mayo (San Juan)",,-31.822889,-68.288322
Centros Integradores Comunitarios,CIC – San Juan – Tupeli,Centro Integrador Comunitario,San Juan,Tupeli,,,Calle 12 S/N - Tupeli (San Juan),,-31.847969,-68.279861
Centros Integradores Comunitarios,CIC – San Juan – Paraje El Encón,Centro Integrador Comunitario,San Juan,Paraje El Encón,,,Ruta Nacional 20 S/N - Paraje El Encón (San Juan),,-32.33598,-66.43428
Centros Integradores Comunitarios,CIC – San Juan – Campo Afuera,Centro Integrador Comunitario,San Juan,Campo Afuera,,,Calle La Paz e/ Casivar y Colombo - Campo Afuera (San Juan),,-31.439039,-68.520798
Centros Integradores Comunitarios,CIC – San Juan – Barrio Obrero Municipal,Centro Integrador Comunitario,San Juan,Barrio Obrero Municipal,,,Manuel Andúajr e/ J. M. Rodriguez y Hugo Irragorre - Barrio Obrero Municipal (San Juan),,-31.549999,-68.73333
Centros Integradores Comunitarios,CIC – San Juan – La Puntilla,Centro Integrador Comunitario,San Juan,La Puntilla,,,Calle 20 de Junio S/N y Calle Florida - La Puntilla (San Juan),,-31.527273,-68.521408
Centros Integradores Comunitarios,CIC – San Juan – Médano de Oro,Centro Integrador Comunitario,San Juan,Médano de Oro,,,Ramón Franco S/N - Médano de Oro (San Juan),,-31.536579,-68.540642
Centros Integradores Comunitarios,CIC – San Juan – Rodeo,Centro Integrador Comunitario,San Juan,Rodeo,,,Calle Laprida y Principal - Rodeo (San Juan),,-31.527273,-68.521408
Centros Integradores Comunitarios,CIC – Río Negro – Cipolletti,Centro Integrador Comunitario,Río Negro,Cipolletti,,,Félix Salomano y Nahuel Huapi - Ba. CGT - Cipolletti (Río Negro),(0299) 4772887,-38.938771,-67.995493
Centros Integradores Comunitarios,CIC – Río Negro – San Carlos de Bariloche,Centro Integrador Comunitario,Río Negro,San Carlos de Bariloche,,,Acceso a Barrio 34 Has. Km 6 Ruta 258 - San Carlos de Bariloche (Río Negro),,-41.078785,-71.301269
Centros Integradores Comunitarios,CIC – Río Negro – San Carlos de Bariloche,Centro Integrador Comunitario,Río Negro,San Carlos de Bariloche,cicelbolson@gmail.com,,París y Nicaragua - Barrio La Usina - El Bolsón - San Carlos de Bariloche (Río Negro),(0294) 4720331,-41.078785,-71.167473
Centros Integradores Comunitarios,CIC – Río Negro – Fray Luis Beltrán,Centro Integrador Comunitario,Río Negro,Fray Luis Beltrán,,,"Mza 648, Parcela 8-9-10-11, calles Avellaneda, Villa Galenses, Domingo French y Arturo Illia - Fray Luis Beltrán (Río Negro)",,-32.96722,-68.782661
Centros Integradores Comunitarios,CIC – Río Negro – Sierra Colorada,Centro Integrador Comunitario,Río Negro,Sierra Colorada,,,"01 de la manzana 467, sito en las calles Saturninos Morales y Primeros Pobladores - Sierra Colorada (Río Negro)",,-32.890183,-68.84405
Centros Integradores Comunitarios,CIC – Neuquén – Zapala,Centro Integrador Comunitario,Neuquén,Zapala,,,"Mza 40 Lote 7 a 3, entre calle San Lorenzo y Perito Francisco Moreno - Barrio La Antena - Zapala (Neuquén)",,-32.890183,-68.84405
Centros Integradores Comunitarios,CIC – Neuquén – Chos Malal,Centro Integrador Comunitario,Neuquén,Chos Malal,,," Atahualpa, Zona 2, Mza B3 - Chos Malal (Neuquén)",,-32.890183,-68.84405
Centros Integradores Comunitarios,CIC – Mendoza – Barrio El Sosneado,Centro Integrador Comunitario,Mendoza,Barrio El Sosneado,,,San Juan y Lavalle - Barrio El Sosneado (Mendoza),,-34.604318,-68.337064
Centros Integradores Comunitarios,CIC – Mendoza – Malargüe,Centro Integrador Comunitario,Mendoza,Malargüe,,,Bernardo Havestahd y El Alamo - Malargüe (Mendoza),,-35.47213,-69.580872
Centros Integradores Comunitarios,CIC – Mendoza – Fray Luis Beltrán,Centro Integrador Comunitario,Mendoza,Fray Luis Beltrán,,,Carril los Alamos S/N y Ruta Nacional Nº7 - Fray Luis Beltrán (Mendoza),,-32.96722,-68.782661
Centros Integradores Comunitarios,CIC – Mendoza – Potrerillos,Centro Integrador Comunitario,Mendoza,Potrerillos,,,Calle Aguila Mora y Camino del Puma - Potrerillos (Mendoza),,-33.049622,-68.867798
Centros Integradores Comunitarios,CIC – Mendoza – Barrio Boggero,Centro Integrador Comunitario,Mendoza,Barrio Boggero,,,Independencia S/N y Calle Mitre - Barrio Boggero (Mendoza),,-33.459789,-67.549011
Centros Integradores Comunitarios,CIC – Mendoza – Tres Portenas,Centro Integrador Comunitario,Mendoza,Tres Portenas,,,Calle Figueroa y Cejudo - Tres Portenas (Mendoza),,-33.079979,-68.469459
Centros Integradores Comunitarios,CIC – Mendoza – Soberanía,Centro Integrador Comunitario,Mendoza,Soberanía,,,Atahualpa Yupanqui S/N - Soberanía (Mendoza),,-32.875926,-68.864215
Centros Integradores Comunitarios,CIC – Mendoza – San José,Centro Integrador Comunitario,Mendoza,San José,,,Calle Dr Mathons S/N e/ Laprida y Río Las Tunas - San José (Mendoza),,-33.358333,-69.77
Centros Integradores Comunitarios,CIC – Mendoza – Las Pintadas,Centro Integrador Comunitario,Mendoza,Las Pintadas,,,Calle Quintana S/N - Las Pintadas (Mendoza),,-33.571167,-69.013214
Centros Integradores Comunitarios,CIC – Mendoza – La Dormida,Centro Integrador Comunitario,Mendoza,La Dormida,,,Bulevard Los Damascos S/N - La Dormida (Mendoza),,-32.9,-68.75
Centros Integradores Comunitarios,CIC – Mendoza – Colonia Nueva Italia,Centro Integrador Comunitario,Mendoza,Colonia Nueva Italia,,,Gral. Acha S/N - Colonia Nueva Italia (Mendoza),,-32.607425,-67.570854
Centros Integradores Comunitarios,CIC – Mendoza – Plumerillo,Centro Integrador Comunitario,Mendoza,Plumerillo,,,Independencia 1372 - Plumerillo (Mendoza),,-32.845522,-68.8063
Centros Integradores Comunitarios,CIC – Mendoza – El Algarrobal,Centro Integrador Comunitario,Mendoza,El Algarrobal,,,Moisés Tuber y Mosconi - El Algarrobal (Mendoza),,-32.849121,-68.81562
Centros Integradores Comunitarios,CIC – Mendoza – Los Barriales,Centro Integrador Comunitario,Mendoza,Los Barriales,,,Alberto Burgos S/N - Los Barriales (Mendoza),,-33.148499,-68.486031
Centros Integradores Comunitarios,CIC – Mendoza – Godoy Cruz,Centro Integrador Comunitario,Mendoza,Godoy Cruz,,,Calle 5 y Granado - Godoy Cruz (Mendoza),,-32.917782,-68.832092
Centros Integradores Comunitarios,CIC – Mendoza – Bowen,Centro Integrador Comunitario,Mendoza,Bowen,,,Calle San Martín e Hipólito Irigoyen - Bowen (Mendoza),,-34.999691,-67.516479
Centros Integradores Comunitarios,CIC – La Rioja – Patquía,Centro Integrador Comunitario,La Rioja,Patquía,,,Av. La Rioja y Av. Perón - Patquía (La Rioja),,-30.043436,-66.879669
Centros Integradores Comunitarios,CIC – La Rioja – Punta de los Llanos,Centro Integrador Comunitario,La Rioja,Punta de los Llanos,,,Marcela Crespi S/N - Punta de los Llanos (La Rioja),,-30.149761,-66.541832
Centros Integradores Comunitarios,CIC – La Rioja – Malanzán,Centro Integrador Comunitario,La Rioja,Malanzán,,,Calle Pública S/N - Malanzán (La Rioja),,-30.800171,-66.615601
Centros Integradores Comunitarios,CIC – La Rioja – Ulapes,Centro Integrador Comunitario,La Rioja,Ulapes,,,Av. 25 de Mayo y Sta Fe - Ulapes (La Rioja),,-31.574711,-66.239319
Centros Integradores Comunitarios,CIC – La Rioja – Tama,Centro Integrador Comunitario,La Rioja,Tama,,,San Martín e/ Belgrano y Benjamín de la Vega - Tama (La Rioja),,-30.507799,-66.537865
Centros Integradores Comunitarios,CIC – La Pampa – Gral. Pico,Centro Integrador Comunitario,La Pampa,Gral. Pico,,,"GUEMES, ESQ. SARMIENTO, Radio F, Mza 29, Parcela 1 Ba RUCCI - Gral. Pico (La Pampa)",,-35.656952,-63.754547
Centros Integradores Comunitarios,CIC – Formosa – Siete Palmas,Centro Integrador Comunitario,Formosa,Siete Palmas,,,Comunidad de Sol de Mayo - Siete Palmas (Formosa),,-25.202284,-58.331921
Centros Integradores Comunitarios,CIC – Formosa – Riacho He He,Centro Integrador Comunitario,Formosa,Riacho He He,,,Comunidad de La Frontera - Riacho He He (Formosa),,-25.386063,-58.174931
Centros Integradores Comunitarios,CIC – Formosa – Buena Vista,Centro Integrador Comunitario,Formosa,Buena Vista,,,Comunidad de Primera Punta  - Buena Vista (Formosa),,-23.33333,-61.599999
Centros Integradores Comunitarios,CIC – Formosa – El Espinillo,Centro Integrador Comunitario,Formosa,El Espinillo,,,Comunidad de Colonia Apayerey - El Espinillo (Formosa),,-24.966667,-58.566667
Centros Integradores Comunitarios,CIC – Formosa – Fortín de Lugones,Centro Integrador Comunitario,Formosa,Fortín de Lugones,,,Comunidad de San Martin I - Fortín de Lugones (Formosa),,-24.288012,-59.829243
Centros Integradores Comunitarios,CIC – Formosa – Osvaldo Quiroga,Centro Integrador Comunitario,Formosa,Osvaldo Quiroga,,,Comunidad de San Martin II - Osvaldo Quiroga (Formosa),,-26.185201,-58.17537
Centros Integradores Comunitarios,CIC – Formosa – General Güemes,Centro Integrador Comunitario,Formosa,General Güemes,,,Comunidad de Colonia Sarmiento - General Güemes (Formosa),,-26.185552,-58.175753
Centros Integradores Comunitarios,CIC – Formosa – Las Lomitas,Centro Integrador Comunitario,Formosa,Las Lomitas,,,Comunidad de Campo del Cielo - Las Lomitas (Formosa),,-24.7045,-60.600578
Centros Integradores Comunitarios,CIC – Formosa – Pozo de Maza,Centro Integrador Comunitario,Formosa,Pozo de Maza,,,Ruta N° 39 - Comunidad de Vaca Perdida - Pozo de Maza (Formosa),,-26.185201,-58.17537
Centros Integradores Comunitarios,CIC – Formosa – Laguna Yema,Centro Integrador Comunitario,Formosa,Laguna Yema,,,Comunidad de pozo del Mortero - Laguna Yema (Formosa),,-24.25507,-61.237789
Centros Integradores Comunitarios,CIC – Formosa – Los Chiriguanos,Centro Integrador Comunitario,Formosa,Los Chiriguanos,,,Comunidad de los Chiriguanos - Los Chiriguanos (Formosa),,-24.098376,-61.465679
Centros Integradores Comunitarios,CIC – Corrientes – Garruchos,Centro Integrador Comunitario,Corrientes,Garruchos,,,"San Martin, Juan Bautista, Scotto y Mendoza, en el Solar ”B” Manzana Nª - Garruchos - Garruchos (Corrientes)",,-28.173408,-55.653866
Centros Integradores Comunitarios,CIC – Corrientes – Colonia Garabi,Centro Integrador Comunitario,Corrientes,Colonia Garabi,,,"Acceso principal Norte s/n,  de la zona rural, de la localidad de José de Rafael Gomez - Colonia Garabi (Corrientes)",,-28.230308,-55.78449
Centros Integradores Comunitarios,CIC – Corrientes – Tapebicua,Centro Integrador Comunitario,Corrientes,Tapebicua,,,Rivadavia y Agapito Sosa - Tapebicua (Corrientes),,-29.48514,-56.982662
Centros Integradores Comunitarios,CIC – Corrientes – Loreto,Centro Integrador Comunitario,Corrientes,Loreto,,,Chacra  Nª 214 - Barrio Progreso - Loreto (Corrientes),,-27.471226,-58.839584
Centros Integradores Comunitarios,CIC – Corrientes – San Luis del Palmar,Centro Integrador Comunitario,Corrientes,San Luis del Palmar,,," Córdoba y Presbítero Ortiz Barrio Itatí,  Peichoto Cue - San Luis del Palmar (Corrientes)",,-27.511312,-58.556732
Centros Integradores Comunitarios,CIC – Corrientes – San Cosme,Centro Integrador Comunitario,Corrientes,San Cosme,,,Barrio Santa Ana - CP W3412ZAA - San Cosme (Corrientes),,-27.455011,-58.653526
Centros Integradores Comunitarios,CIC – Corrientes – San Lorenzo,Centro Integrador Comunitario,Corrientes,San Lorenzo,,,Zona Norte a 3km del Paraje Colonia Browne y a 1km  del Arroyo San Lorenzo - San Lorenzo (Corrientes),,-28.130218,-58.766201
Centros Integradores Comunitarios,CIC – Corrientes – Mocoretá,Centro Integrador Comunitario,Corrientes,Mocoretá,,,Av. Italia y Julio Zandona - Mocoretá (Corrientes),,-30.61368,-57.96386
Centros Integradores Comunitarios,CIC – Corrientes – Cruz de los Milagros,Centro Integrador Comunitario,Corrientes,Cruz de los Milagros,,, Dr. Benigno Martínez y Pedro Acevedo Avalos - Cruz de los Milagros (Corrientes),,-28.837658,-59.006103
Centros Integradores Comunitarios,CIC – Corrientes – San Carlos,Centro Integrador Comunitario,Corrientes,San Carlos,,,Felipe Viveros y Mariano Moreno - San Carlos (Corrientes),,-27.74362,-55.898482
Centros Integradores Comunitarios,CIC – Corrientes – Colonia Liebig,Centro Integrador Comunitario,Corrientes,Colonia Liebig,,,Calle 9 de Julio s/n entre Sargento Cabral y Laprida - Colonia Liebig (Corrientes),,-27.471226,-58.839584
Centros Integradores Comunitarios,CIC – Corrientes – Empedrado,Centro Integrador Comunitario,Corrientes,Empedrado,,,  El Sombrero  - Empedrado (Corrientes),,-27.703474,-58.766315
Centros Integradores Comunitarios,CIC – Corrientes –  Berón de Astrada,Centro Integrador Comunitario,Corrientes, Berón de Astrada,,,Paraje Rural Yahapé -  Berón de Astrada (Corrientes),,-27.372222,-57.654722
Centros Integradores Comunitarios,CIC – Corrientes – Perrogorria,Centro Integrador Comunitario,Corrientes,Perrogorria,,,Ruta Provincial 23 - Barrio Bomba - Perrogorria (Corrientes),,-27.471226,-58.839584
Centros Integradores Comunitarios,CIC – Corrientes – Santa Lucía,Centro Integrador Comunitario,Corrientes,Santa Lucía,,,Ruta Provincial 27 - Santa Lucía (Corrientes),,-28.996021,-59.122096
Centros Integradores Comunitarios,CIC – Corrientes – Concepción del Bermejo,Centro Integrador Comunitario,Corrientes,Concepción del Bermejo,,,"Parcela 17, Manzana 4, Quinta 25, Sección “B”, Circunscripción VII - Concepción del Bermejo (Corrientes)",,-29.183333,-56.65
Centros Integradores Comunitarios,CIC – Córdoba – Pozo Nuevo,Centro Integrador Comunitario,Córdoba,Pozo Nuevo,,,Calle Pública S/N - Pozo Nuevo (Córdoba),,-31.39893,-64.182129
Centros Integradores Comunitarios,CIC – Córdoba – Conlara,Centro Integrador Comunitario,Córdoba,Conlara,,,Calle Pública S/N - Conlara (Córdoba),,-32.07996,-65.230423
Centros Integradores Comunitarios,CIC – Córdoba – San Vicente,Centro Integrador Comunitario,Córdoba,San Vicente,,,Ma. Eva Duarte s/n - San Vicente (Córdoba),,-31.41667,-64.150001
Centros Integradores Comunitarios,CIC – Córdoba – La Rinconada,Centro Integrador Comunitario,Córdoba,La Rinconada,,,Av. Néstor Kirchner S/Nº - La Rinconada (Córdoba),,-30.16667,-62.966671
Centros Integradores Comunitarios,CIC – Córdoba – Villa de Pocho,Centro Integrador Comunitario,Córdoba,Villa de Pocho,,,Calle Pública S/N - Villa de Pocho (Córdoba),,-31.48333,-65.26667
Centros Integradores Comunitarios,CIC – Córdoba – Tala Canada,Centro Integrador Comunitario,Córdoba,Tala Canada,,,Ruta Prov. Nº  28 Km. 825 - Tala Canada (Córdoba),,-31.343269,-64.944779
Centros Integradores Comunitarios,CIC – Córdoba – Chancani,Centro Integrador Comunitario,Córdoba,Chancani,,,Calle Pública S/N - Chancani (Córdoba),,-31.418489,-65.457458
Centros Integradores Comunitarios,CIC – Córdoba – El Chacho,Centro Integrador Comunitario,Córdoba,El Chacho,,,Calle Pública S/N - El Chacho (Córdoba),,-30.79743,-65.65979
Centros Integradores Comunitarios,CIC – Córdoba – Los Pozos,Centro Integrador Comunitario,Córdoba,Los Pozos,,,Ex Ruta 60 S/N - Los Pozos (Córdoba),,-30.51667,-64.25
Centros Integradores Comunitarios,CIC – Córdoba – Copacabana,Centro Integrador Comunitario,Córdoba,Copacabana,,,Calle Pública S/N - Copacabana (Córdoba),,-30.65,-64.51667
Centros Integradores Comunitarios,CIC – Córdoba – Las Cañadas,Centro Integrador Comunitario,Córdoba,Las Cañadas,,,Calle Pública S/N - Las Cañadas (Córdoba),,-30.721123,-64.809898
Centros Integradores Comunitarios,CIC – Córdoba – Guanaco Muerto,Centro Integrador Comunitario,Córdoba,Guanaco Muerto,,,Calle Pública S/N - Guanaco Muerto (Córdoba),,-30.663903,-64.849548
Centros Integradores Comunitarios,CIC – Córdoba – Capilla del Siton,Centro Integrador Comunitario,Córdoba,Capilla del Siton,,,Calle Pública S/N - Capilla del Siton (Córdoba),,-33.63739,-64.809898
Centros Integradores Comunitarios,CIC – Córdoba – Adelia María,Centro Integrador Comunitario,Córdoba,Adelia María,,,Lucio V. Mansilla (B. Mitre y Kennedy) - B° Independencia - Adelia María (Córdoba),,-33.63739,-64.031067
Centros Integradores Comunitarios,CIC – Córdoba – Cosquin,Centro Integrador Comunitario,Córdoba,Cosquin,,,Armando Tejada Gómez esquina Jaime Dávalos - Cosquin (Córdoba),,-31.242413,-64.462608
Centros Integradores Comunitarios,CIC – Córdoba – Capilla del Monte,Centro Integrador Comunitario,Córdoba,Capilla del Monte,,,Ruta 38 esquina Figueroa Alcorta - B° La Atalaya - Capilla del Monte (Córdoba),,-30.854811,-64.525749
Centros Integradores Comunitarios,CIC – Córdoba – Valle Hermoso,Centro Integrador Comunitario,Córdoba,Valle Hermoso,,,Esquina Posadas y Atlántida Argentina - B° Centro - Valle Hermoso (Córdoba),,-31.11603,-64.481941
Centros Integradores Comunitarios,CIC – Córdoba – Morrison,Centro Integrador Comunitario,Córdoba,Morrison,,,Murialdo (Avellaneda y Callejón S/N) - Morrison (Córdoba),,-32.593471,-62.83379
Centros Integradores Comunitarios,CIC – Córdoba – Cruz Alta,Centro Integrador Comunitario,Córdoba,Cruz Alta,,,Malvinas Argentinas 100 - B° Belgrano - Cruz Alta (Córdoba),,"
-33.008709",-61.810921
Centros Integradores Comunitarios,CIC – Córdoba – Malvinas Argentinas,Centro Integrador Comunitario,Córdoba,Malvinas Argentinas,,,2da. Sección - Malvinas Argentinas (Córdoba),,-31.168957,-64.24248
Centros Integradores Comunitarios,CIC – Córdoba – Embalse,Centro Integrador Comunitario,Córdoba,Embalse,,,B° Escuela s/n - Embalse (Córdoba),,-32.18333,-64.416672
Centros Integradores Comunitarios,CIC – Córdoba – Lucio V. Mansilla,Centro Integrador Comunitario,Córdoba,Lucio V. Mansilla,,,Calle Pública S/N - Lucio V. Mansilla (Córdoba),,-31.4019,-64.186335
Centros Integradores Comunitarios,CIC – Córdoba – Villa Ascasubi,Centro Integrador Comunitario,Córdoba,Villa Ascasubi,,,Malvinas Argentinas 695 - Entre calles: Bombero Elvio Olguín y Castelli - B° U.A.T.R.E - Villa Ascasubi (Córdoba),,-32.163116,-63.889343
Centros Integradores Comunitarios,CIC – Córdoba – La Para,Centro Integrador Comunitario,Córdoba,La Para,,,Villa Guglieri - La Para (Córdoba),,-30.891994,-62.998321
Centros Integradores Comunitarios,CIC – Córdoba – Centro,Centro Integrador Comunitario,Córdoba,Centro,,,Del Capillo y Rivadavia - Centro (Córdoba),,-31.39893,-64.182129
